request_id,scenario_class,username,resource,action,risk_level,location,device_compliant,session_age_s,travel_velocity_kmh,zt_granted,zt_policy_id,zt_trust_score,static_rbac_granted,latency_ms
37,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2913,0,false,ZTP-RBAC,100,true,1.6077
38,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,733,0,true,ZTP-05,45,true,0.0288
39,"Location / Travel Anomaly",emergency.admin,patient-records,Write,High,"Russia, Moscow",true,1629,1114,false,ZTP-05,0,true,0.0097
40,"Location / Travel Anomaly",doctor01,patient-records,Write,Medium,"Australia, Sydney",true,1692,1268,false,ZTP-02,20,true,0.7975
41,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,3313,0,true,ZTP-OK,100,true,1.3252
42,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,17613,0,false,ZTP-02,35,false,0.7426
43,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1683,0,false,ZTP-RBAC,100,true,1.574
44,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.7523
45,"Location / Travel Anomaly",auditor01,patient-records,Read,Medium,"Russia, Moscow",true,759,1008,false,ZTP-02,20,false,0.6395
46,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,609,0,false,ZTP-RBAC,100,true,1.9919
47,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,500,0,true,ZTP-OK,100,true,2.347
48,"Device Non-Compliant / Session Decay",doctor01,patient-records,Write,Low,"Nigeria, Lagos",false,18709,0,false,ZTP-02,35,true,0.842
49,"Location / Travel Anomaly",nurse01,patient-records,Write,High,"Australia, Sydney",true,3537,1097,false,ZTP-02,0,false,0.5729
50,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2979,0,false,ZTP-RBAC,100,true,1.1612
51,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1964,0,false,ZTP-RBAC,100,true,1.1347
52,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,1128,0,false,ZTP-RBAC,100,false,0.6069
53,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,3281,0,false,ZTP-RBAC,100,false,0.5985
54,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3271,0,false,ZTP-RBAC,100,true,1.1731
55,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2405,0,false,ZTP-RBAC,100,false,0.6258
56,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2091,0,false,ZTP-RBAC,100,false,0.5444
57,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2866,0,true,ZTP-OK,100,true,1.2261
58,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,799,0,true,ZTP-OK,100,true,1.2352
59,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Write,Medium,"Unknown / VPN",true,319,1088,false,ZTP-02,20,false,0.7624
60,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,3573,0,false,ZTP-RBAC,100,false,0.5473
61,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1507,0,false,ZTP-RBAC,100,false,0.6146
62,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Write,Low,"Nigeria, Lagos",false,18572,0,false,ZTP-02,35,false,0.5562
63,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3200,0,false,ZTP-RBAC,100,true,1.5926
64,"Location / Travel Anomaly",doctor01,patient-records,Write,Medium,"Australia, Sydney",true,3402,1220,false,ZTP-02,20,true,1.1915
65,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.637
66,"Location / Travel Anomaly",recordsadmin01,patient-records,Read,High,"Russia, Moscow",true,2713,1178,false,ZTP-02,0,false,0.7284
67,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.6183
68,"Location / Travel Anomaly",vendor01,patient-records,Read,High,"Unknown / VPN",true,2729,1073,false,ZTP-02,0,false,0.5811
69,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,857,0,false,ZTP-RBAC,100,false,0.5601
70,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2921,0,false,ZTP-RBAC,100,false,0.5674
71,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Read,Low,"Nigeria, Lagos",false,19961,0,false,ZTP-05,35,true,0.0142
72,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2315,0,false,ZTP-RBAC,100,true,1.1366
73,"Device Non-Compliant / Session Decay",nurse01,patient-records,Write,Low,"Nigeria, Lagos",false,15337,0,false,ZTP-02,35,false,0.6035
74,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1331,0,true,ZTP-OK,100,true,1.1219
75,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,24,0,false,ZTP-RBAC,100,true,1.1146
76,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3143,0,false,ZTP-RBAC,100,true,1.1796
77,"Location / Travel Anomaly",auditor01,patient-records,Read,Medium,"Unknown / VPN",true,2750,1053,false,ZTP-02,20,false,0.5767
78,"Location / Travel Anomaly",officer@hmc.com,patient-records,Read,Medium,"Russia, Moscow",true,1262,1192,false,ZTP-02,20,false,0.6324
79,"Location / Travel Anomaly",emergency.admin,patient-records,Write,High,"Australia, Sydney",true,2954,1203,false,ZTP-05,0,true,0.0125
80,"Location / Travel Anomaly",doctor01,patient-records,Read,Medium,"Unknown / VPN",true,2283,1019,false,ZTP-02,20,true,0.6295
81,"Location / Travel Anomaly",nurse01,patient-records,Write,High,"Russia, Moscow",true,2922,1072,false,ZTP-02,0,false,0.573
82,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,17089,0,false,ZTP-02,35,false,0.5734
83,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2029,0,false,ZTP-RBAC,100,true,1.2252
84,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,795,0,true,ZTP-OK,100,true,1.2428
85,"Device Non-Compliant / Session Decay",auditor01,patient-records,Write,Low,"Nigeria, Lagos",false,17060,0,false,ZTP-02,35,false,2.7384
86,"Location / Travel Anomaly",officer@hmc.com,patient-records,Write,Medium,"Unknown / VPN",true,2953,1273,false,ZTP-02,20,false,0.832
87,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,2070,0,false,ZTP-05,45,true,0.0322
88,"Location / Travel Anomaly",doctor01,patient-records,Read,Medium,"Australia, Sydney",true,709,1322,false,ZTP-02,20,true,0.6048
89,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5534
90,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1522,0,true,ZTP-OK,100,true,1.0975
91,"Device Non-Compliant / Session Decay",itsecurityadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,18371,0,false,ZTP-02,35,false,0.5611
92,"Location / Travel Anomaly",vendor01,patient-records,Read,Medium,"Unknown / VPN",true,3208,1096,false,ZTP-02,20,false,0.4739
93,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,1324,0,true,ZTP-OK,100,true,1.0039
94,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Write,Low,"Nigeria, Lagos",false,15353,0,false,ZTP-02,35,false,0.5282
95,"Device Non-Compliant / Session Decay",emergency.admin,patient-records,Write,Low,"Nigeria, Lagos",false,18688,0,false,ZTP-05,35,true,0.0134
96,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2158,0,false,ZTP-RBAC,100,true,1.1574
97,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,880,0,true,ZTP-OK,100,true,1.1317
98,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2530,0,false,ZTP-RBAC,100,true,1.4598
99,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,Medium,"Russia, Moscow",true,595,1002,false,ZTP-02,20,false,0.6488
100,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,585,0,true,ZTP-OK,100,true,1.3723
101,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2147,0,false,ZTP-RBAC,100,true,1.4702
102,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Write,Low,"Nigeria, Lagos",false,17000,0,false,ZTP-02,35,false,0.5472
103,"Location / Travel Anomaly",emergency.admin,patient-records,Read,Medium,"Australia, Sydney",true,3175,1264,false,ZTP-05,20,true,0.0088
104,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1308,0,false,ZTP-RBAC,100,true,1.4823
105,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1177,0,false,ZTP-RBAC,100,false,0.7309
106,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1813,0,true,ZTP-OK,100,true,1.2823
107,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2136,0,false,ZTP-RBAC,100,false,0.618
108,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,3116,0,false,ZTP-RBAC,100,false,0.6161
109,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2247,0,true,ZTP-OK,100,true,1.2883
110,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1740,0,false,ZTP-RBAC,100,true,1.1527
111,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,1405,0,false,ZTP-RBAC,100,false,0.5936
112,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5336
113,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2324,0,false,ZTP-RBAC,100,true,1.1253
114,"Location / Travel Anomaly",recordsadmin01,patient-records,Read,High,"Russia, Moscow",true,2659,1061,false,ZTP-02,0,false,0.565
115,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,849,0,true,ZTP-OK,100,true,1.4102
116,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3136,0,true,ZTP-OK,100,true,1.3446
117,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,952,0,false,ZTP-RBAC,100,false,0.5461
118,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,1212,0,false,ZTP-RBAC,100,false,0.5953
119,"Location / Travel Anomaly",emergency.admin,patient-records,Write,High,"Unknown / VPN",true,2586,1244,false,ZTP-05,0,true,0.008
120,"Device Non-Compliant / Session Decay",doctor01,patient-records,Read,Low,"Nigeria, Lagos",false,15847,0,false,ZTP-02,35,true,0.5107
121,"Device Non-Compliant / Session Decay",nurse01,patient-records,Read,Low,"Nigeria, Lagos",false,18689,0,false,ZTP-02,35,true,0.6098
122,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3134,0,false,ZTP-RBAC,100,true,1.0944
123,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Read,Medium,"Russia, Moscow",true,2559,1119,false,ZTP-02,20,false,0.5367
124,"Location / Travel Anomaly",vendor01,patient-records,Write,High,"Australia, Sydney",true,2148,969,false,ZTP-02,0,false,0.8188
125,"Device Non-Compliant / Session Decay",auditor01,patient-records,Write,Low,"Nigeria, Lagos",false,16943,0,false,ZTP-02,35,false,0.7321
126,"Device Non-Compliant / Session Decay",officer@hmc.com,patient-records,Read,Low,"Nigeria, Lagos",false,16539,0,false,ZTP-02,35,false,0.6987
127,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1979,0,true,ZTP-OK,100,true,1.212
128,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5885
129,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1437,0,true,ZTP-OK,100,true,1.1623
130,"Location / Travel Anomaly",recordsadmin01,patient-records,Write,Medium,"Australia, Sydney",true,1869,1042,false,ZTP-02,20,false,0.5192
131,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5952
132,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2650,0,false,ZTP-RBAC,100,false,0.5169
133,"Device Non-Compliant / Session Decay",auditor01,patient-records,Read,Low,"Nigeria, Lagos",false,19984,0,false,ZTP-02,35,false,0.6038
134,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,304,0,false,ZTP-RBAC,100,true,1.1418
135,"Location / Travel Anomaly",emergency.admin,patient-records,Read,High,"Russia, Moscow",true,2300,1078,false,ZTP-05,0,true,0.0083
136,"Location / Travel Anomaly",doctor01,patient-records,Read,Medium,"Australia, Sydney",true,914,1133,false,ZTP-02,20,true,0.5698
137,"Location / Travel Anomaly",nurse01,patient-records,Read,Medium,"Unknown / VPN",true,3527,1202,false,ZTP-02,20,true,0.5972
138,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2597,0,false,ZTP-RBAC,100,false,1.0826
139,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1106,0,true,ZTP-OK,100,true,1.7627
140,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3352,0,true,ZTP-OK,100,true,1.4237
141,"Location / Travel Anomaly",auditor01,patient-records,Read,High,"Russia, Moscow",true,3439,1098,false,ZTP-02,0,false,0.5226
142,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2295,0,false,ZTP-RBAC,100,false,0.6723
143,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,68,0,true,ZTP-05,45,true,0.0206
144,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2526,0,false,ZTP-RBAC,100,false,0.6189
145,"Location / Travel Anomaly",nurse01,patient-records,Read,Medium,"Australia, Sydney",true,940,1333,false,ZTP-02,20,true,0.592
146,"Device Non-Compliant / Session Decay",recordsadmin01,patient-records,Write,Low,"Nigeria, Lagos",false,17243,0,false,ZTP-02,35,false,0.6944
147,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,535,0,false,ZTP-RBAC,100,false,0.8132
148,"Location / Travel Anomaly",vendor01,patient-records,Write,Medium,"Australia, Sydney",true,2319,1000,false,ZTP-02,20,false,0.6102
149,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,2992,0,true,ZTP-OK,100,true,1.3728
150,"Emergency Break-Glass Override",emergency.admin,patient-records,Write,High,"Nigeria, Lagos",true,760,0,true,ZTP-05,45,true,0.02
151,"Location / Travel Anomaly",emergency.admin,patient-records,Write,Medium,"Australia, Sydney",true,1635,1212,false,ZTP-05,20,true,0.0053
152,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2161,0,true,ZTP-OK,100,true,1.1553
153,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,2468,0,false,ZTP-RBAC,100,false,0.5249
154,"Location / Travel Anomaly",recordsadmin01,patient-records,Read,High,"Australia, Sydney",true,1725,1337,false,ZTP-02,0,false,0.5613
155,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3122,0,false,ZTP-RBAC,100,true,1.1401
156,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2221,0,false,ZTP-RBAC,100,false,0.6429
157,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1035,0,true,ZTP-OK,100,true,1.1948
158,"Location / Travel Anomaly",officer@hmc.com,patient-records,Read,Medium,"Unknown / VPN",true,757,1094,false,ZTP-02,20,false,0.5726
159,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,595,0,false,ZTP-RBAC,100,false,0.6124
160,"Device Non-Compliant / Session Decay",doctor01,patient-records,Read,Low,"Nigeria, Lagos",false,16767,0,false,ZTP-02,35,true,0.5308
161,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,3271,0,false,ZTP-RBAC,100,true,1.192
162,"Location / Travel Anomaly",recordsadmin01,patient-records,Write,Medium,"Russia, Moscow",true,1768,958,false,ZTP-02,20,false,0.5683
163,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3193,0,true,ZTP-OK,100,true,1.1241
164,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3248,0,true,ZTP-OK,100,true,1.1132
165,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,1761,0,false,ZTP-RBAC,100,true,1.1299
166,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2349,0,true,ZTP-OK,100,true,1.1376
167,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,3448,0,false,ZTP-RBAC,100,false,0.5727
168,"Authorized Clinical Access",nurse01,patient-records,Read,Low,"Nigeria, Lagos",true,2852,0,false,ZTP-RBAC,100,true,1.9462
169,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,2314,0,true,ZTP-OK,100,true,1.2821
170,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2670,0,true,ZTP-OK,100,true,1.1465
171,"Device Non-Compliant / Session Decay",itsecurityadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,17115,0,false,ZTP-02,35,false,0.6395
172,"Location / Travel Anomaly",vendor01,patient-records,Read,Medium,"Australia, Sydney",true,3099,1268,false,ZTP-02,20,false,0.6044
173,"Device Non-Compliant / Session Decay",auditor01,patient-records,Write,Low,"Nigeria, Lagos",false,16043,0,false,ZTP-02,35,false,0.6467
174,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2033,0,true,ZTP-OK,100,true,1.5067
175,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.8126
176,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,425,0,true,ZTP-OK,100,true,1.477
177,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,2.2157
178,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,1791,0,true,ZTP-OK,100,true,1.1963
179,"Location / Travel Anomaly",itsecurityadmin01,patient-records,Write,Medium,"Unknown / VPN",true,2167,1286,false,ZTP-02,20,false,0.5815
180,"Lateral Access Attempt",recordsadmin01,patient-records,Read,Low,"Nigeria, Lagos",true,2924,0,false,ZTP-RBAC,100,false,0.5415
181,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,3351,0,false,ZTP-RBAC,100,false,0.581
182,"Location / Travel Anomaly",officer@hmc.com,patient-records,Write,High,"Unknown / VPN",true,3488,1258,false,ZTP-02,0,false,0.4997
183,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,805,0,true,ZTP-OK,100,true,1.3905
184,"Device Non-Compliant / Session Decay",doctor01,patient-records,Read,Low,"Nigeria, Lagos",false,18998,0,false,ZTP-02,35,true,0.8531
185,"Off-Hours Access Attempt",recordsadmin01,admin-records,Write,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.8284
186,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,2247,0,true,ZTP-OK,100,true,1.4929
187,"Device Non-Compliant / Session Decay",itsecurityadmin01,patient-records,Read,Low,"Nigeria, Lagos",false,16335,0,false,ZTP-02,35,false,0.7167
188,"Device Non-Compliant / Session Decay",vendor01,patient-records,Read,Low,"Nigeria, Lagos",false,18576,0,false,ZTP-02,35,false,0.5843
189,"Device Non-Compliant / Session Decay",auditor01,patient-records,Write,Low,"Nigeria, Lagos",false,19971,0,false,ZTP-02,35,false,1.0341
190,"Location / Travel Anomaly",officer@hmc.com,patient-records,Write,Medium,"Australia, Sydney",true,1653,1281,false,ZTP-02,20,false,0.5816
191,"Authorized Clinical Access",doctor01,patient-records,Read,Low,"Nigeria, Lagos",true,2434,0,true,ZTP-OK,100,true,1.0826
192,"Location / Travel Anomaly",doctor01,patient-records,Write,High,"Russia, Moscow",true,1433,1059,false,ZTP-02,0,true,0.5631
193,"Authorized Clinical Access",doctor01,patient-records,Write,Low,"Nigeria, Lagos",true,3157,0,true,ZTP-OK,100,true,1.1619
194,"Location / Travel Anomaly",recordsadmin01,patient-records,Write,Medium,"Unknown / VPN",true,3154,1327,false,ZTP-02,20,false,0.6331
195,"Off-Hours Access Attempt",recordsadmin01,admin-records,Read,Low,"Nigeria, Lagos",true,7500,0,true,ZTP-OK,65,true,0.5438
196,"Location / Travel Anomaly",vendor01,patient-records,Read,High,"Australia, Sydney",true,2707,972,false,ZTP-02,0,false,0.4716
197,"Lateral Access Attempt",vendor01,patient-records,Read,Low,"Nigeria, Lagos",true,1432,0,false,ZTP-RBAC,100,false,0.5086
